Name,SMILES,Molar Mass,CAS Number,Experimental Solubility in Water(mg/L),Experimental Solubility in Water(g/L),Experimental Solubility in Water(mol/L),LogS,Temperature,Experiment Reference,Datagroup,Solvation Energy,Dipole Moment,Molecular Volume,Molecular Surface Area,QXX,QYY,QZZ,Standard InChIKey,Cal logP,Cal MR,TPSA,Labute ASA,Balaban J index,Bertz CT index,Isomer
2-[(4.6-dimethoxypyrimidin-2-yl)carbamoylsulfamoylamino]-N.N-dimethylbenzamide,CN(C)C(=O)C1=CC=CC=C1NS(=O)(=O)NC(=O)NC2=NC(=CC(=N2)OC)OC,424.4,213464-77-8,629,0.629,0.001482092,-2.82912473,20,OChem,G4,24.38334731,13.6676239,238.732,410.215,-31.43868002,23.9863068,7.452373222,UCDPMNSCCRBWIC-UHFFFAOYSA-N,0.674,104.2924,151.85,166.9731543,2.144182479,988.4598442,1
cytosine,C1=C(NC(=O)N=C1)N,111.103,000071-30-7,8000.659468,8.000659468,0.072011192,-1.1426,25,OChem,G4,24.4233184,12.20720597,83.421,143.438,15.19408887,-10.21722923,-4.976859637,OPTASPLRGRRNAP-UHFFFAOYSA-N,-0.6479,29.2701,71.77,45.37211188,3.27741746,228.725074,1
Uric acid,C12=C(NC(=O)N1)NC(=O)NC2=O,168.1116,000069-93-2,59.94794013,0.05994794,0.000356596,-3.447823417,20,OChem,G4,24.43050192,4.654497993,103.489,176.982,-30.71158793,18.71503745,11.99655048,LEHOTFFKMJEONL-UHFFFAOYSA-N,-1.7672,40.1608,114.37,63.46573832,3.183503281,582.7396316,1
ryanodine,CC(C)[C@@]1(O)[C@@H](OC(=O)C2=CC=CN2)[C@@]2(O)[C@@]3(C)C[C@]4(O)O[C@@]5([C@H](O)[C@@H](C)CC[C@]35O)[C@@]2(O)[C@@]14C,493.5528,015662-33-6,16000,16,0.032418011,-1.489213637,20,Frontiers in Oncology 2020; 10.doi.10.3389/fonc.2020.00121,G4,24.44205498,12.17570067,244.102,444.764,25.30445826,1.028742945,-26.33320121,JJSYXNQGLHBRRK-YSOSZROBSA-N,-0.1876,118.635,172.7,202.4292072,1.691767289,1126.179664,1024
Isonicotinic acid. (3-carboxy-1-methylpropyliden,C\C(CCC(O)=O)=N\NC(=O)C1=CC=NC=C1,235.242,100128-07-2,5999.497312,5.999497312,0.025503513,-1.5934,20,OChem,G4,24.50123531,9.281364034,155.81,270.589,19.02015571,-12.0426228,-6.977532905,VOXWRPFVWYTAMA-MDWZMJQESA-N,1.0521,61.682,91.65,98.37330243,2.471010023,428.8476133,2
(2S.4R)-N-[(1S.2S)-2-chloro-1-[(2R.3R.4S.5R.6R)-3.4.5-trihydroxy-6-methylsulfanyloxan-2-yl]propyl]-4-ethylpiperidine-2-carboxamide,CC[C@H]1CCN[C@@H](C1)C(=O)N[C@H]([C@H](C)Cl)[C@H]1O[C@H](SC)[C@H](O)[C@@H](O)[C@H]1O,410.9553,079548-73-5,70000,70,0.170334827,-0.768696546,20,Frontiers in Oncology 2020; 10.doi.10.3389/fonc.2020.00121,G4,24.52389934,10.85632597,235.54,423.961,-3.666652345,-13.86863592,17.53528827,HBJOXQRURQPDEX-MHXMMLMNSA-N,0.0473,102.2478,111.05,163.7505318,2.085144671,470.4341883,512
(2S)-2-amino-3-(3.4-dihydroxyphenyl)propanoic acid,C1=CC(=C(C=C1C[C@@H](C(=O)O)N)O)O,197.1902,000059-92-7,4999.025217,4.999025217,0.025351286,-1.596,20,Frontiers in Oncology 2020; 10.doi.10.3389/fonc.2020.00121,G4,24.5337517,6.365346365,123.833,221.654,22.33378071,3.928769923,-26.26255063,WTDRDQBEARUVNC-LURJTMIESA-N,0.0522,49.0868,103.78,80.41034352,2.777268027,350.6652328,2
(2E.4E)-hexa-2.4-dienedioic acid,C(=C/C(=O)O)\C=C\C(=O)O,142.111,003588-17-8,200.737123,0.200737123,0.001412538,-2.85,20,OChem,G4,24.54975887,0.038515751,100.973,174.866,-70.22458607,25.5987286,44.62585747,TXXHDPDFNKHHGW-ZPUQHVIOSA-N,0.268,33.5516,74.6,57.09626724,3.730805715,167.9244972,3
Benzenesulfonamide. 4-amino-N-(5-amino-2-pyridin,NC1=CC=C(C=C1)S(=O)(=O)NC1=NC=C(N)C=C1,264.3014,016840-28-1,4180.223126,4.180223126,0.015816122,-1.8009,37,OChem,G4,24.55656298,11.76286302,161.966,279.429,43.08898254,-7.224868137,-35.8641144,VZZVQTDKIMYMCG-UHFFFAOYSA-N,1.0468,70.3123,111.1,104.6985648,2.267141922,635.7483598,1
1.3.5-Triazin-2.4-dione. 6-amino-,C1(=NC(=O)NC(=O)N1)N,128.0902,000645-93-2,76.84505111,0.076845051,0.000599929,-3.2219,2,OChem,G4,24.57707528,9.342248911,80.783,141.111,-27.65592196,-0.391875561,28.04779753,YSKUZVBSHIWEFK-UHFFFAOYSA-N,-1.9596,29.8908,104.63,48.75328196,3.515622477,281.8290535,1
(Z)-7-[(1R.2R.3R.5S)-3.5-dihydroxy-2-[(E.3S)-3-hydroxyoct-1-enyl]cyclopentyl]hept-5-enoic acid,CCCCC[C@H](O)\C=C\[C@H]1[C@H](O)C[C@H](O)[C@@H]1C\C=C/CCCC(O)=O,354.4856,000551-11-1,2.58,0.00258,7.27815E-06,-5.137978892,20,Frontiers in Oncology 2020; 10.doi.10.3389/fonc.2020.00121,G4,24.59528224,6.34823343,238.781,440.702,24.96813215,-17.77891377,-7.189218383,PXGPLTODNUVGFL-YNNPMVKQSA-N,3.0429,98.1432,97.99,150.6265711,2.462440541,431.80245,128
(2R.3R.5R.6R)-heptane-1.2.3.4.5.6.7-heptol,C([C@H]([C@H](C([C@@H]([C@@H](CO)O)O)O)O)O)O,212.1992,000488-38-0,221995.2808,221.9952808,1.046164551,0.0196,14,Frontiers in Oncology 2020; 10.doi.10.3389/fonc.2020.00121,G4,24.6860997,9.091685574,120.685,227.538,12.19029731,-9.438711084,-2.751586222,OXQKEKGBFMQTML-KVTDHHQDSA-N,-4.2245,44.2056,141.61,80.48853998,4.221713709,136.9737366,10
N1.N4-DIACETYLSULFANILAMIDE;  N4-Acetylsulfacetamide,CC(=O)NC1=CC=C(C=C1)S(=O)(=O)NC(=O)C,256.2758,005626-90-4,425.3119624,0.425311962,0.001659587,-2.78,20,OChem,G4,24.69340929,7.693689051,159.983,276.483,-49.60439986,-18.7505454,68.35494526,YTJJPFRVBNFIBN-UHFFFAOYSA-N,0.4698,61.7482,92.34,99.07471604,2.944257042,533.9292548,1
ACONITINE,CCN1CC2(COC)C3[C@@H](OC)[C@H]4C1[C@@]3(C1C[C@@]3(O)[C@H](OC(=O)C5=CC=CC=C5)C1[C@]4(OC(C)=O)C(O)C3OC)C(C[C@H]2O)OC,645.7454,000302-27-2,309.999734,0.309999734,0.000480065,-3.3187,25,Frontiers in Oncology 2020; 10.doi.10.3389/fonc.2020.00121,G4,24.71798079,3.86891745,329.817,596.717,60.38423474,5.684963231,-66.06919797,XFSBVAOIAHNAPC-XTHSEXKGSA-N,0.6481,160.4679,153.45,268.7616459,1.529326212,1363.559419,1024
1.3.5-Benzenetricarboxylic acid. 2-methoxy-,COC1=C(C=C(C=C1C(=O)O)C(=O)O)C(=O)O,240.169,017445-86-2,7000.304796,7.000304796,0.029147412,-1.5354,20,OChem,G4,24.73388285,6.798891553,137.69,237.776,23.1206284,-5.047838812,-18.07278959,VPHWGVPHJXKPOK-UHFFFAOYSA-N,0.7898,53.8719,121.13,94.87198436,3.625430618,468.3710317,1
Carbamic acid. hexamethylenedi-. bis(4-hydroxybu,OCCCCOC(=O)NCCCCCCNC(=O)OCCCCO,348.4386,101443-32-7,4100.400333,4.100400333,0.011767928,-1.9293,20,OChem,G4,24.75339552,5.379888044,236.172,432.489,-47.47735639,12.75181361,34.72554278,XXVXIPPJGSLKSX-UHFFFAOYSA-N,1.5442,89.809,117.12,143.4517093,3.240138741,284.9427607,1
Benzoic acid. 2-[[(aminocarbonyl)amino]carbonyl],C1=CC=C(C(=C1)C(=O)NC(=O)N)C(=O)O,208.1732,013435-16-0,34996.51655,34.99651655,0.168112497,-0.7744,99,OChem,G4,24.76420111,5.997427592,132.829,229.97,47.75147402,-40.52191296,-7.229561058,ZGWSIKBJQLBUPK-UHFFFAOYSA-N,0.1933,50.4509,109.49,84.6947824,3.077424312,427.8754503,1
Hex-3-ene-dioic acid,C(/C=C/CC(=O)O)C(=O)O,144.1268,004436-74-2,5899.901271,5.899901271,0.040935491,-1.3879,15,OChem,G4,24.76909709,9.168636886,104.88,185.998,34.81158856,-25.7617904,-9.049798153,YHGNXQAFNHCBTK-OWOJBTEDSA-N,0.492,33.6456,74.6,57.78587027,3.381520908,141.1307515,2
Butanedioic acid. mercapto-,C(C(C(=O)O)S)C(=O)O,150.149,000070-49-5,499484.9927,499.4849927,3.326595533,0.522,40,OChem,G4,24.77636997,9.179498731,98.126,168.493,-18.45672508,15.99978744,2.456937635,NJRXVEJTAYWCQJ-UHFFFAOYSA-N,-0.1559,32.6626,74.6,56.90065574,3.632432152,132.529325,2
Cyclosulfamuron,COC1=CC(=NC(=N1)NC(=O)NS(=O)(=O)NC2=CC=CC=C2C(=O)C3CC3)OC,421.427,136849-15-5,0.169989602,0.00016999,4.03367E-07,-6.394299999,25,OChem,G4,24.85519608,7.910277428,250.694,427.181,-42.74496322,18.42743895,24.31752426,OFSLKOLYLQSJPB-UHFFFAOYSA-N,1.5649,103.3294,148.61,166.5724315,1.701027616,1016.109038,1
6-amino-N-[6-oxo-6-(6-oxohexylamino)hexyl]hexanamide,C(CCC=O)CCNC(=O)CCCCCNC(=O)CCCCCN,341.4928,063428-83-1,9299.970083,9.299970083,0.027233283,-1.5649,17,OChem,G4,24.86287436,8.334736395,232.205,429.621,22.60054804,-16.1472589,-6.453289139,HKJOYARIOKGODS-UHFFFAOYSA-N,2.0576,96.5418,101.29,145.8674483,3.289602312,335.470675,1
(2S.3S)-2.3-dihydroxybutanedioic acid,[C@H]([C@@H](C(=O)O)O)(C(=O)O)O,150.0878,000147-71-7,1000795.61,1000.79561,6.668067691,0.824,25,Frontiers in Oncology 2020; 10.doi.10.3389/fonc.2020.00121,G4,24.87587523,10.75779304,88.207,157.639,10.25547072,0.010079281,-10.26555,FEWJPZIEWOKRBE-LWMBPPNESA-N,-2.1226,27.2852,115.06,55.33405658,4.069511909,133.826806,3
DECYLPROPANEDIOIC ACID,CCCCCCCCCCC(C(O)=O)C(O)=O,244.3302,004372-29-6,25.00213815,0.025002138,0.000102329,-3.99,25,OChem,G4,24.92348283,8.970290861,179.722,330.925,52.10205978,-48.47543098,-3.626628799,HCUZVMHXDRSBKX-UHFFFAOYSA-N,3.3026,65.9886,74.6,103.0300681,3.431221636,211.459352,1
ICIA0051 (sulcotrione),CS(=O)(=O)C1=CC(=C(C=C1)C(=O)C2C(=O)CCCC2=O)Cl,328.7667,099105-77-8,165.0014734,0.165001473,0.00050188,-3.2994,25,OChem,G4,24.93090755,13.66530975,192.779,327.563,-23.01222705,4.695201284,18.31702577,PQTBTIFWAXVEPB-UHFFFAOYSA-N,1.8645,76.2473,85.35,126.7583398,2.400758784,719.731304,1
Tembotrione,CS(=O)(=O)C1=C(C(=C(C=C1)C(=O)C2C(=O)CCCC2=O)Cl)COCC(F)(F)F,440.8,335104-84-2,28300,28.3,0.064201452,-1.19245515,20,OChem,G4,24.94641621,6.400955812,225.173,387.005,78.37542078,-14.1928742,-64.18254658,IUQAXCIUEPFPSF-UHFFFAOYSA-N,2.9434,91.9583,94.58,163.4633176,2.46201326,907.5557873,1
1.3-Benzenedicarboxylic acid. 4-nitro-,C1=CC(=C(C=C1C(=O)O)C(=O)O)[N+](=O)[O-],211.1306,004315-09-7,9670.55016,9.67055016,0.045803641,-1.3391,25,OChem,G4,24.95022408,9.32607633,124.727,213.785,-43.36687234,15.44629218,27.92058017,OCJFXVHDIVAONP-UHFFFAOYSA-N,0.9912,47.015,117.74,82.72577478,3.396348978,452.4451583,1
Butanoic acid. 4-phosphono-,OC(=O)CCCP(O)(O)=O,168.0859,004378-43-2,533005.001,533.005001,3.171027439,0.5012,20,OChem,G4,24.99272109,8.207027571,103.455,185.069,30.46069549,-27.95013689,-2.510558602,UYRFPODVSLYSCO-UHFFFAOYSA-N,0.0289,33.7809,94.83,57.84124114,3.38633764,159.030886,1
[di(phenyl)methylideneamino] 2.6-bis[(4.6-dimethoxypyrimidin-2-yl)oxy]benzoate,COC1=CC(=NC(=N1)OC2=C(C(=CC=C2)OC3=NC(=CC(=N3)OC)OC)C(=O)ON=C(C4=CC=CC=C4)C5=CC=CC=C5)OC,609.594,168088-61-7,3.5,0.0035,5.74153E-06,-5.240972639,20,OChem,G4,24.99753187,8.528345587,341.003,580.699,-35.63600166,23.18051977,12.45548189,OVXMBIVWNJDDSM-UHFFFAOYSA-N,5.495,160.8005,145.6,257.5337242,1.582589011,1641.376038,1
Sulfaproxyline,CC(C)OC1=CC=C(C=C1)C(=O)NS(=O)(=O)C2=CC=C(C=C2)N,334.3892,000116-42-7,16.75915981,0.01675916,5.01187E-05,-4.3,20,OChem,G4,25.04308784,12.04770999,207.901,360.155,70.89037289,-55.07109349,-15.8192794,FBFBRAFXKGRRHI-UHFFFAOYSA-N,2.1747,87.7124,98.49,134.8738619,2.128087439,781.8348778,1
Urea. N-butyl-N'-(2.3-dihydro-1.5-dimethyl-3-oxo,CCCCNC(=O)NC1=C(C)N(C)N(C1=O)C1=CC=CC=C1,302.3754,051944-17-3,7099.805574,7.099805574,0.023480103,-1.6293,20,OChem,G4,25.05245048,8.610586478,209.205,368.723,35.44525822,-0.377644964,-35.06761326,PQFDUCZWWSHNBL-UHFFFAOYSA-N,2.40602,87.6764,68.06,129.2830656,2.273221892,700.9261525,1
Profoxydim,CCCC(=NOCC(C)OC1=CC=C(C=C1)Cl)C2=C(CC(CC2=O)C3CCCSC3)O,466,139001-49-3,5.31,0.00531,1.13948E-05,-4.943291396,20,OChem,G4,25.06014815,12.44501247,295.981,512.778,67.05188744,-2.654858571,-64.39702887,KRQUFUKTQHISJB-UHFFFAOYSA-N,6.2144,127.2718,68.12,193.7576794,1.616746186,802.3022526,16
1.6-Naphthalenedisulfonic acid,C1=CC2=C(C=CC(=C2)S(=O)(=O)O)C(=C1)S(=O)(=O)O,288.2896,000525-37-1,1000066.721,1000.066721,3.468965655,0.5402,20,OChem,G4,25.11691998,8.342088968,172.356,288.301,47.59311677,13.24972841,-60.84284518,HEWDOWUUTBCVJP-UHFFFAOYSA-N,1.3332,63.5772,108.74,103.3703397,2.8455631,820.5667691,1
ALDICARB SULFOXIDE,CC(C)(/C=N/OC(=O)NC)S(=O)C,206.2592,001646-87-3,27997.11808,27.99711808,0.135737548,-0.8673,25,OChem,G4,25.12858364,8.254902399,143.241,252.195,49.88173415,-28.89850028,-20.98323387,BXPMAGSOWXBZHS-WEVVVXLNSA-N,0.4853,52.1781,67.76,79.97744842,4.116180067,237.8921539,4
3-Pyridinamine. 6-[(4-aminophenyl)sulfonyl]-,NC1=CC=C(C=C1)S(=O)(=O)C1=NC=C(N)C=C1,249.2868,005401-26-3,1229.983492,1.229983492,0.00493401,-2.3068,37,OChem,G4,25.26364715,10.89314921,151.695,261.264,77.55868224,-55.34616895,-22.21251329,XVMSFILGAMDHEY-UHFFFAOYSA-N,1.0788,64.9556,99.07,99.01332508,2.496128967,567.2710489,1
Prazosin,COC1=C(C=C2C(=C1)C(=NC(=N2)N3CCN(CC3)C(=O)C4=CC=CO4)N)OC,383.406,019216-56-9,3.116440969,0.003116441,8.12831E-06,-5.09,22.5,OChem,G4,25.28629666,5.901821789,237.264,409.906,82.92286655,-73.68024512,-9.24262143,IENZQIKPVFGBNW-UHFFFAOYSA-N,1.7846,103.8789,106.95,161.2007213,1.556191336,997.2266742,1
5-Nitroisophthalic acid,C1=C(C=C(C=C1C(=O)O)[N+](=O)[O-])C(=O)O,211.1306,000618-88-2,2210.808786,2.210808786,0.010471285,-1.98,25,OChem,G4,25.40663588,7.833713916,125.225,213.767,-43.18287213,30.67024945,12.51262268,NBDAHKQJXVLAID-UHFFFAOYSA-N,0.9912,47.015,117.74,82.72577478,3.387380075,373.4380114,1
3-(4.6-dimethoxypyrimidin-2-yl)-1-(methyl-methylsulfonylsulfamoyl)urea,CN(S(=O)(=O)C)S(=O)(=O)NC(=O)NC1=NC(=CC(=N1)OC)OC,369.3668,120923-37-7,3070,3.07,0.008311521,-2.080319481,20,OChem,G4,25.44815107,6.178853339,208.97,359.43,59.21755424,-4.660790919,-54.55676333,CTTHWASMBLQOFR-UHFFFAOYSA-N,-1.2485,78.817,156.89,132.6005095,2.929290103,770.2578545,1
OCTYLMALONIC ACID,CCCCCCCCC(C(=O)O)C(=O)O,216.2766,000760-55-4,260.0216642,0.260021664,0.001202264,-2.92,25,OChem,G4,25.4616305,9.289196935,156.541,289.066,46.16521614,-41.80822071,-4.356995429,QJGNSTCICFBACB-UHFFFAOYSA-N,2.5224,56.7546,74.6,90.30018388,3.548030339,186.7646023,1
Pyroxsulam,COC1=CC(=NC2=NC(=NN12)NS(=O)(=O)C3=C(C=CN=C3OC)C(F)(F)F)OC,434.35,422556-08-9,3200,3.2,0.00736733,-2.132689848,20,OChem,G4,25.50004362,14.188337,228.225,388.934,-34.61955563,27.18628483,7.433270807,GLBLPMUBLHYFCW-UHFFFAOYSA-N,1.3647,90.4855,129.83,161.0613516,2.115385952,1164.494261,1
Succinamic acid. 3-amino-2-hydroxy-,C(C(C(=O)O)O)(C(=O)N)N,148.1182,032503-98-3,10500.46244,10.50046244,0.070892452,-1.1494,20,OChem,G4,25.54005738,5.366168933,96.735,177.303,29.14889115,-3.627276251,-25.5216149,XTAAXERUXNEDCQ-UHFFFAOYSA-N,-2.7555,30.8124,126.64,56.42537047,4.069511909,139.336581,4
[4-(2-ethoxyethylamino)phenyl]-(4-aminophenyl)-s,CCOCCNC1=CC=C(C=C1)S(=O)(=O)C1=CC=C(N)C=C1,320.4056,101586-90-7,100.0000226,0.100000023,0.000312104,-3.5057,37,OChem,G4,25.56874785,15.49513006,213.218,371.688,-49.2295577,52.76785695,-3.538299255,PBGTVGVCOJBUNK-UHFFFAOYSA-N,2.55,87.7309,81.42,130.5769623,2.101722346,695.175707,1
Acetic acid. 2.2'.2''-[1.2.3-benzenetriyltris(ox,C1=CC(=C(C(=C1)OCC(=O)O)OCC(=O)O)OCC(=O)O,300.2214,049629-98-3,12999.94892,12.99994892,0.043301207,-1.3635,15,OChem,G4,25.60840038,8.675255969,175.54,302.948,-51.36867528,15.97422618,35.3944491,MVXYTRNPKSARHR-UHFFFAOYSA-N,0.0768,65.8344,139.59,117.8289591,2.97458753,501.2796808,1
Triasulfuron,CC1=NC(=NC(=N1)OC)NC(=O)NS(=O)(=O)C2=CC=CC=C2OCCCl,401.8239,082097-50-5,31.9989527,0.031998953,7.96343E-05,-4.0989,25,OChem,G4,25.62810217,8.960948592,235.128,396.429,-58.99545228,10.5898673,48.40558498,XOPFESVZMSQIKC-UHFFFAOYSA-N,1.31662,93.1132,132.4,154.5245309,2.166338351,893.0462737,1
(2R.3R)-2.3-dihydroxysuccinic acid,[C@@H]([C@H](C(=O)O)O)(C(=O)O)O,150.0878,000087-69-4,582566.345,582.566345,3.88150366,0.589,20,Frontiers in Oncology 2020; 10.doi.10.3389/fonc.2020.00121,G4,25.63935862,8.423505241,91.436,164.685,22.1952407,-19.7231057,-2.472135001,FEWJPZIEWOKRBE-JCYAYHJZSA-N,-2.1226,27.2852,115.06,55.33405658,4.069511909,133.826806,3
Propanoic acid. 3.3'-diselenobis-,C(C[Se][Se]CCC(=O)O)C(=O)O,304.0626,007370-58-3,1640.072342,1.640072342,0.005393864,-2.2681,25,OChem,G4,25.64120844,9.474697289,145.052,242.27,-23.70248242,9.44212533,14.26035709,AXJLEYVRLPNPGF-UHFFFAOYSA-N,0.0958,45.6276,74.6,81.58894957,3.007305636,141.6270751,1
Celiprolol,CCN(CC)C(=O)NC1=CC(=C(C=C1)OCC(CNC(C)(C)C)O)C(=O)C,379.4984,056980-93-9,4777.601795,4.777601795,0.012589254,-1.9,22.5,OChem,G4,25.65204508,8.008148057,256.251,460.843,73.61754403,-59.01725522,-14.60028881,JOATXPAWOHTVSZ-UHFFFAOYSA-N,2.8907,107.6437,90.9,161.6309739,2.787158316,636.6042613,2
D-Glucose. 2.3.4.6-tetraacetate,CC(=O)OC[C@H]([C@H]([C@@H]([C@H](C=O)OC(=O)C)OC(=O)C)OC(=O)C)O,348.306,040437-08-9,15401.42679,15.40142679,0.044218092,-1.3544,25,Frontiers in Oncology 2020; 10.doi.10.3389/fonc.2020.00121,G4,25.71405811,5.692925799,211.241,376.334,-33.87832606,4.866501086,29.01182497,YOFGCSKEYMCZKK-XJFOESAGSA-N,-1.0956,75.3658,142.5,137.5395237,5.547855995,485.9468326,16
1.2-Benzenedicarboxylic acid. 1.2-ethanediyl est,C1=CC=C(C(=C1)C(=O)O)C(=O)OCCOC(=O)C2=CC=CC=C2C(=O)O,358.3038,007517-39-7,533.0297072,0.533029707,0.001487647,-2.8275,22,OChem,G4,25.75951708,8.762705515,212.427,363.204,43.88030165,5.732493261,-49.61279491,KJDIOINTBBPCAD-UHFFFAOYSA-N,2.0968,87.3676,127.2,147.1397964,1.914909321,784.2745275,1
CINOSULFURON,COCCOC1=CC=CC=C1S(=O)(=O)NC(=O)NC2=NC(=NC(=N2)OC)OC,413.4044,094593-91-6,119.9983003,0.1199983,0.000290269,-3.5372,25,OChem,G4,25.80158508,9.49118296,235.276,405.725,47.32415453,-34.60821828,-12.71593625,WMLPCIHUFDKWJU-UHFFFAOYSA-N,0.4244,96.0842,150.86,160.8132972,2.15267857,900.4958258,1
ALLOPURINOL.1-[N.N-DIETHYLSUCCINAMYL-OXYMETHYL]-,CCN(CC)C(=O)CCC(=O)OCN1C2=C(C=N1)C(=O)NC=N2,321.3352,098827-27-1,33033.78228,33.03378228,0.10280163,-0.988,22,OChem,G4,25.85471942,7.863270568,198.35,348.24,-37.20766,8.143688554,29.06397144,ZEXLWXYSVRCCCY-UHFFFAOYSA-N,0.2689,81.4027,110.18,131.8020213,1.877763355,746.9507374,1
Ethylcellulose,CCCCN(CCOC(=O)C)C1=CC(=C(C=C1)N=NC2=C(C=C(C=C2C#N)[N+](=O)[O-])C#N)C,448.5,009004-57-3,0.000592601,5.92601E-07,1.3213E-09,-8.879000067,25,OChem,G4,25.88337666,13.63729025,290.51,498.645,-45.63459195,18.29416959,27.34042237,ARSKJXYLLONUAJ-UHFFFAOYSA-N,5.23158,121.6354,144.98,191.4226745,2.327513212,1111.611343,2
2.4.7(1H.3H.8H)-Pteridinetrione;  2.4.7-Pteridinetrione,C1=NC2=C(NC1=O)NC(=O)NC2=O,180.1226,002577-38-0,82.33191314,0.082331913,0.000457088,-3.34,20,OChem,G4,25.89131862,6.331284616,108.541,183.724,-19.39500547,3.885085151,15.50992032,BCVUYVOMXUKYFC-UHFFFAOYSA-N,-1.7003,43.6051,111.47,69.47622588,3.121524199,614.5424609,1
(2R.3S.4R.5R)-2.3.4.5.6-pentahydroxyhexanal,C([C@H]([C@H]([C@@H]([C@H](C=O)O)O)O)O)O,180.1572,000050-99-7,1098124.607,1098.124607,6.095368972,0.785,30,Frontiers in Oncology 2020; 10.doi.10.3389/fonc.2020.00121,G4,25.94485198,8.533721268,108.269,200.716,35.56316999,-5.986831453,-29.57633853,GZCGUPFRVQAUEE-SLPGGIOYSA-N,-3.3788,37.177,118.22,68.69665246,4.070579537,138,16
Saflufenacil,CC(C)N(C)S(=O)(=O)NC(=O)C1=CC(=C(C=C1Cl)F)N2C(=O)C=C(N(C2=O)C)C(F)(F)F,500.9,372137-35-4,2100,2.1,0.004192454,-2.377531737,20,OChem,G4,25.98743662,8.47061432,267.327,456.901,62.75596729,-50.15160328,-12.60436401,GNHDVXLWBQYPJE-UHFFFAOYSA-N,1.6623,106.535,110.48,183.5581545,2.674411771,1301.731037,1
Fomesafen,CS(=O)(=O)NC(=O)C1=C(C=CC(=C1)OC2=C(C=C(C=C2)C(F)(F)F)Cl)[N+](=O)[O-],438.762,072178-02-0,49.99528028,0.04999528,0.000113946,-3.9433,20,OChem,G4,25.99806554,11.68257466,247.999,414.807,-74.47929648,47.36078017,27.11851631,BGZZWXTVIYUUEY-UHFFFAOYSA-N,3.7487,91.9344,115.61,160.6218772,2.410928718,1056.227135,1
4-Hydroxypteridine,C1=CN=C2C(=NC=NC2=O)N1,148.1238,000700-47-0,5000.631416,5.000631416,0.03375981,-1.4716,20,OChem,G4,26.00126206,14.72907383,92.577,154.246,-14.08438897,-0.687309302,14.77169828,UWWUXWWWOUNMKW-UHFFFAOYSA-N,-0.3353,37.0697,71.53,61.50763623,2.902381743,396.1352297,1
METHYLENECITRIC ACID;  5.5-Bis(carboxymethyl)-1.3-dioxa-4-oxocyclopentane,C1OC(=O)C(O1)(CC(=O)O)CC(=O)O,204.136,000144-16-1,47854.14934,47.85414934,0.234422882,-0.63,20,OChem,G4,26.03280578,3.478269491,115.984,205.61,43.23660779,5.296230171,-48.53283796,PXPMCAKTYKAROX-UHFFFAOYSA-N,-0.7945,39.2806,110.13,78.22319682,2.830889212,265.7628977,1
Glycine. N-[N-(aminocarbonyl)glycyl]-,C(C(=O)NCC(=O)O)NC(=O)N,175.1438,017303-54-7,22069.61556,22.06961556,0.126008546,-0.8996,25,OChem,G4,26.0578717,8.538595174,115.582,207.291,-24.91264108,-4.171298598,29.08393968,BMRYPQYWSJESHA-UHFFFAOYSA-N,-2.1445,38.2316,121.52,67.9174346,3.46723517,182.8700133,1
Metosulam,CC1=C(C(=C(C=C1)Cl)NS(=O)(=O)C2=NN3C(=CC(=NC3=N2)OC)OC)Cl,418.2538,139528-85-1,200.004559,0.200004559,0.000478189,-3.3204,20,OChem,G4,26.07096348,16.87006,224.49,374.273,31.96256523,-30.3084062,-1.654159038,VGHPMIFEKOFHHQ-UHFFFAOYSA-N,2.55752,95.8935,107.71,158.4731426,2.094464056,1100.400469,1
Chlorimuron-ethyl,CCOC(=O)C1=CC=CC=C1S(=O)(=O)NC(=O)NC2=NC(=CC(=N2)Cl)OC,414.8197,090982-32-4,11.01182683,0.011011827,2.65461E-05,-4.576,25,OChem,G4,26.0771419,6.860569999,242.66,407.311,50.6258265,-2.295339302,-48.33048719,NSWAMPCUPHPTTC-UHFFFAOYSA-N,1.8257,95.3327,136.58,159.466405,2.228235047,966.5295424,1
(3R.6S)-dithiane-3.6-dicarboxylic acid,C1C[C@H](SS[C@H]1C(=O)O)C(=O)O,208.2468,028463-60-7,14050.0651,14.0500651,0.067468336,-1.1709,25,Frontiers in Oncology 2020; 10.doi.10.3389/fonc.2020.00121,G4,26.08332135,11.95606005,129.15,216.916,-15.60426706,11.3265112,4.277755859,NQRRVGBUZRSXRF-ZXZARUISSA-N,1.068,47.2636,74.6,77.11582429,2.39277708,175.7247662,4
Lumazine. 6.7-diethyl-,CCC1=C(CC)N=C2C(=O)NC(=O)N=C2N1,220.2304,113222-29-0,909.0280146,0.909028015,0.004127623,-2.3843,20,OChem,G4,26.09702163,13.75555112,152.14,264.832,-31.22071573,18.96667808,12.25403765,PNLRJGYHLCFMLM-UHFFFAOYSA-N,0.0828,58.6514,91.5,91.12892679,2.839244169,598.8530058,1
